CN 2022,SupText,URI,Name
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., based on starch or derivatives thereof",380910000080,3809 10 - With a basis of amylaceous substances
38091010,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing < 55% of these substances by weight",380910100080,3809 10 10 -- Containing by weight less than 55 % of such substances
38091030,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 55% to < 70% of these substances by weight",380910300080,3809 10 30 -- Containing by weight 55 % or more but less than 70 % of such substances
38091050,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 70% to < 83% of these substances by weight",380910500080,3809 10 50 -- Containing by weight 70 % or more but less than 83 % of such substances
38091090,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 83% of these substances by weight",380910900080,3809 10 90 -- Containing by weight 83 % or more of such substances
38099100,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the textile or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)",380991000080,3809 91 00 -- Of a kind used in the textile or like industries
38099200,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the paper or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)",380992000080,3809 92 00 -- Of a kind used in the paper or like industries
38099300,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the leather or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)",380993000080,3809 93 00 -- Of a kind used in the leather or like industries
3810,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding pastes and powders consisting of metal and other materials; preparations of a kind used as coatings or cores for welding electrodes or rods",381000000080,"3810 Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods"
38101000,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders consisting of metal and other materials",381010000080,"3810 10 00 - Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials"
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of a kind used as cores or coatings for welding electrodes or rods (excl. soldering, brazing or welding powders and pastes consisting of metal and other materials, and welding electrodes or rods of base metals or metal carbides coated with fluxes)",381090000080,3810 90 - Other
38109010,Preparations of a kind used as coatings or cores for welding electrodes or rods,381090100080,3810 90 10 -- Preparations of a kind used as cores or coatings for welding electrodes and rods
38109090,"Fluxes and other auxiliary preparations for soldering, brazing or welding (excl. preparations of a kind used as cores or coatings for welding electrodes or rods, soldering, brazing or welding powders and pastes consisting of metal and other materials, and welding electrodes or rods of base metals or metal carbides coated with fluxes)",381090900080,3810 90 90 -- Other
3811,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils",381100000080,"3811 Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils"
381111,Anti-knock preparations for motor fuels based on lead compounds,381111000080,3811 11 -- Based on lead compounds
38111110,Anti-knock preparations for motor fuels based on tetraethyl-lead,381111100080,3811 11 10 --- Based on tetraethyl-lead
38111190,Anti-knock preparations for motor fuels based on lead compounds (excl. tetraethyl-lead),381111900080,3811 11 90 --- Other
38111900,Anti-knock preparations for motor fuels (excl. those based on lead compounds),381119000080,3811 19 00 -- Other
38112100,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,381121000080,3811 21 00 -- Containing petroleum oils or oils obtained from bituminous minerals
38112900,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,381129000080,3811 29 00 -- Other
38119000,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils (excl. anti-knock preparations and oil lubricant additives)",381190000080,3811 90 00 - Other
3812,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising preparations and other compound stabilisers for rubber or plastics",381200000080,"3812 Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics"
38121000,Prepared rubber accelerators,381210000080,3812 10 00 - Prepared rubber accelerators
381220,"Compound plasticisers for rubber or plastics, n.e.s.",381220000080,3812 20 - Compound plasticisers for rubber or plastics
38122010,"Reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate as composite plasticisers for rubber or plastics",381220100080,"3812 20 10 -- Reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate"
38122090,"Composite plasticisers for rubber or plastics, n.e.s. (excl. reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate)",381220900080,3812 20 90 -- Other
38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline ""TMQ""",381231000080,"3812 31 00 -- Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)"
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline ""TMQ"")",381239000080,3812 39 -- Other
38123910,"Anti-oxidising preparations for rubber or plastics (excl. mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline ""TMQ"")",381239100080,3812 39 10 --- Anti-oxidising preparations
38123990,Compound stabilisers for rubber or plastics (excl. anti-oxidising preparations),381239900080,3812 39 90 --- Other
38130000,"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices, whether or not portable, unmixed chemically undefined products with fire-extinguishing properties in other forms)",381300000080,3813 00 00 Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excl. nail varnish remover)",381400000080,"3814 00 Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers"
38140010,"Organic composite solvents and thinners and prepared paint or varnish removers, based on butyl acetate (excl. nail varnish remover)",381400100080,3814 00 10 - Based on butyl acetate
38140090,Organic composite solvents and thinners and prepared paint or varnish removers (excl. those based on butyl acetate and nail varnish remover),381400900080,3814 00 90 - Other
3815,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators)",381500000080,"3815 Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included"
38151100,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",381511000080,3815 11 00 -- With nickel or nickel compounds as the active substance
38151200,"Supported catalysts with precious metal or a precious-metal compound as the active substance, n.e.s.",381512000080,3815 12 00 -- With precious metal or precious-metal compounds as the active substance
381519,"Supported catalysts, n.e.s. (excl. with precious metal, a precious-metal compound, nickel or a nickel compound as the active substance)",381519000080,3815 19 -- Other
38151910,"Catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0",381519100080,"3815 19 10 --- Catalyst in the form of grains of which 90 % or more by weight have a particle-size not exceeding 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight: - 20 % or more but not more than 35 % of copper and - 2 % or more but not more than 3 % of bismuth,and of an apparent specific gravity of 0,2 or more but not exceeding 1,0"
38151990,"Supported catalysts, n.e.s. (excl. supported catalysts with precious metal, a precious-metal compound, nickel or a nickel compound as the active substance and catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0)",381519900080,3815 19 90 --- Other
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators and supported catalysts)",381590000080,3815 90 - Other
38159010,Catalysts consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol (excl. supported catalysts),381590100080,3815 90 10 -- Catalyst consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol
38159090,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators, supported catalysts and catalysts consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol)",381590900080,3815 90 90 -- Other
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix (excl. preparations based on graphite or other carbonaceous substances)",381600000080,"3816 00 Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 3801"
38160010,Dolomite ramming mix,381600100080,3816 00 10 - Dolomite ramming mix
38160090,"Refractory cements, mortars, concretes and similar compositions (excl. dolomite ramming mix and preparations based on graphite or other carbonaceous substances)",381600900080,3816 00 90 - Other
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene (excl. mixed isomers of cyclic hydrocarbons),381700000080,"3817 00 Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902"
38170050,Linear alkylbenzene,381700500080,3817 00 50 - Linear alkylbenzenes
38170080,"Mixed alkylbenzenes and mixed alkylnaphthalenes, produced by the alkylation of benzene and naphthalene (excl. linear alkylbenzene and mixed isomers of cyclic hydrocarbons)",381700800080,3817 00 80 - Other
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, or cut into discs, wafers or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion)",381800000080,"3818 00 Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics"
38180010,"Silicon doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion)",381800100080,3818 00 10 - Doped silicon
38180090,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, or cut into discs, wafers or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion, and doped silicon)",381800900080,3818 00 90 - Other
38190000,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing petroleum oil or bituminous mineral oil, or containing < 70% petroleum oil or bituminous mineral oil by weight",381900000080,"3819 00 00 Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals"
38200000,Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral oils or other liquids used for the same purposes as mineral oils),382000000080,3820 00 00 Anti-freezing preparations and prepared de-icing fluids
38210000,"Prepared culture media for the development or maintenance of micro-organisms ""incl. viruses and the like"" or of plant, human or animal cells",382100000080,"3821 00 00 Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells"
3822,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits (excl.those of heading 3006); certified reference materials",382200000080,"3822 Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 3006; certified reference materials"
38221100,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, for malaria (excl.those of heading 3006)",382211000080,3822 11 00 -- For malaria
38221200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, for Zika and other diseases transmitted by mosquitoes of the genus Aedes (excl.those of heading 3006)",382212000080,3822 12 00 -- For Zika and other diseases transmitted by mosquitoes of the genus Aedes
38221300,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, for blood-grouping (excl.those of heading 3006)",382213000080,3822 13 00 -- For blood-grouping
38221900,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits (excl. for malaria, for Zika and other diseases transmitted by mosquitoes of the genus Aedes, for blood-grouping, and goods of 3006)",382219000080,3822 19 00 -- Other
38229000,Certified reference materials,382290000080,3822 90 00 - Other
3823,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols,382300000080,3823 Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols
38231100,"Stearic acid, industrial",382311000080,3823 11 00 -- Stearic acid
38231200,"Oleic acid, industrial",382312000080,3823 12 00 -- Oleic acid
38231300,"Tall oil fatty acids, industrial",382313000080,3823 13 00 -- Tall oil fatty acids
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic acid and tall oil fatty acids)",382319000080,3823 19 -- Other
38231910,"Fatty acids, distilled",382319100080,3823 19 10 --- Distilled fatty acids
38231930,Fatty acid distillate,382319300080,3823 19 30 --- Fatty acid distillate
38231990,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic acid and tall oil fatty acids, distilled fatty acids and fatty acid distillate)",382319900080,3823 19 90 --- Other
38237000,"Fatty alcohols, industrial",382370000080,3823 70 00 - Industrial fatty alcohols
3824,"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical or allied industries, incl. mixtures of natural products, n.e.s.",382400000080,"3824 Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included"
38241000,Prepared binders for foundry moulds or cores,382410000080,3824 10 00 - Prepared binders for foundry moulds or cores
38243000,Non-agglomerated metal carbides mixed together or with metallic binders,382430000080,3824 30 00 - Non-agglomerated metal carbides mixed together or with metallic binders
38244000,"Prepared additives for cements, mortars or concretes",382440000080,"3824 40 00 - Prepared additives for cements, mortars or concretes"
382450,Non-refractory mortars and concretes,382450000080,3824 50 - Non-refractory mortars and concretes
38245010,Concrete ready to pour,382450100080,3824 50 10 -- Concrete ready to pour
38245090,Non-refractory mortars and concretes (excl. concrete ready to pour),382450900080,3824 50 90 -- Other
382460,Sorbitol (excl. D-glucitol [sorbitol]),382460000080,3824 60 - Sorbitol other than that of subheading 290544
38246011,"Sorbitol in aqueous solution, containing <= 2% by weight of D-mannitol, calculated on the D-glucitol content (excl. Dglucitol [sorbitol])",382460110080,"3824 60 11 --- Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content"
38246019,"Sorbitol in aqueous solution, containing > 2% by weight of D-mannitol, calculated on the D-glucitol content (excl. Dglucitol [sorbitol])",382460190080,3824 60 19 --- Other
38246091,"Sorbitol containing <= 2% by weight of D-mannitol, calculated on the D-glucitol content (excl. sorbitol in aqueous solution and Dglucitol [sorbitol])",382460910080,"3824 60 91 --- Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content"
38246099,"Sorbitol containing > 2% by weight of D-mannitol, calculated on the D-glucitol content (excl. sorbitol in aqueous solution and Dglucitol [sorbitol])",382460990080,3824 60 99 --- Other
38248100,"Mixtures and preparations containing oxirane ""ethylene oxide""",382481000080,3824 81 00 -- Containing oxirane (ethylene oxide)
38248200,"Mixtures and preparations containing polychlorinated biphenyls ""PCBs"", polychlorinated terphenyls ""PCTs"" or polybrominated biphenyls ""PBBs""",382482000080,"3824 82 00 -- Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)"
38248300,"Mixtures and preparations containing tris""2,3-dibromopropyl"" phosphate",382483000080,"3824 83 00 -- Containing tris(2,3-dibromopropyl) phosphate"
38248400,"Mixtures and preparations containing aldrin ""ISO"", camphechlor ""ISO"" ""toxaphene"", chlordane ""ISO"", chlordecone ""ISO"", DDT ""ISO"" ""clofenotane ""INN"", 1,1,1-trichloro-2,2-bis""p-chlorophenyl""ethane"", dieldrin ""ISO, INN"", endosulfan ""ISO"", endrin ""ISO"", heptachlor ""ISO"" or mirex ""ISO""",382484000080,"3824 84 00 -- Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)"
38248500,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane ""HCH ""ISO"""", including lindane ""ISO, INN""",382485000080,"3824 85 00 -- Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
38248600,"Mixtures and preparations containing pentachlorobenzene ""ISO"" or hexachlorobenzene ""ISO""",382486000080,3824 86 00 -- Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)
38248700,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride",382487000080,"3824 87 00 -- Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride"
38248800,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",382488000080,"3824 88 00 -- Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers"
38248900,Mixtures and preparations containing short-chain chlorinated paraffins,382489000080,3824 89 00 -- Containing short-chain chlorinated paraffins
38249100,"Mixtures and preparations consisting mainly of ""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl methyl methylphosphonate and bis[""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl] methylphosphonate",382491000080,"3824 91 00 -- Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate"
38249200,Polyglycol esters of methylphosphonic acid,382492000080,3824 92 00 -- Polyglycol esters of methylphosphonic acid
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting of mixtures of natural products, n.e.s.",382499000080,3824 99 -- Other
38249910,"Thiophenated sulphonic acids of bituminous mineral oil, and salts thereof; petroleum sulphonates (excl. those of ammonium, alkali metals or ethanolamines)",382499100080,"3824 99 10 --- Petroleum sulphonates, excluding petroleum sulphonates of alkali metals, of ammonium or of ethanolamines; thiophenated sulphonic acids of oils obtained from bituminous minerals, and their salts"
38249915,Ion-exchangers (excl. polymers of chapter 39),382499150080,3824 99 15 --- Ion-exchangers
38249920,Getters for vacuum tubes,382499200080,3824 99 20 --- Getters for vacuum tubes
38249925,"Pyrolignites, e.g. of calcium; crude calcium tartrate; crude calcium citrate",382499250080,"3824 99 25 --- Pyrolignites (for example, of calcium); crude calcium tartrate; crude calcium citrate"
38249930,Naphthenic acids and the water-insoluble salts and esters thereof,382499300080,"3824 99 30 --- Naphthenic acids, their water-insoluble salts and their esters"
38249945,Anti-scaling and similar compounds,382499450080,3824 99 45 ---- Anti-scaling and similar compounds
38249950,Preparations for electroplating for the chemical and allied industries,382499500080,3824 99 50 ---- Preparations for electroplating
38249955,"Mixtures of mono-, di- and tri-, fatty acid esters of glycerol ""emulsifiers for fats""",382499550080,"3824 99 55 ---- Mixtures of mono-, di- and tri-, fatty acid esters of glycerol (emulsifiers for fats)"
38249961,"Intermediate products of the antibiotics manufacturing process obtained from the fermentation of Streptomyces tenebrarius, whether or not dried, for use in the manufacture of human medicaments of heading 3004",382499610080,"3824 99 61 ----- Intermediate products of the antibiotics manufacturing process obtained from the fermentation of Streptomyces tenebrarius, whether or not dried, for use in the manufacture of human medicaments of heading 3004"
38249962,Intermediate products from the manufacture of monensin salts for pharmaceutical or surgical uses,382499620080,3824 99 62 ----- Intermediate products from the manufacture of monensin salts
38249964,"Products and preparations for the chemical and allied industries for pharmaceutical or surgical uses, n.e.s.",382499640080,3824 99 64 ----- Other
38249965,Auxiliary products for foundries in the form of chemical preparations (excl. prepared binders for foundry moulds or cores),382499650080,3824 99 65 ---- Auxiliary products for foundries (other than those of subheading 38241000)
38249970,"Fireproofing, waterproofing and similar chemical protective preparations used in the building industry",382499700080,"3824 99 70 ---- Fireproofing, waterproofing and similar protective preparations used in the building industry"
38249975,"Lithium niobate wafer, undoped",382499750080,"3824 99 75 ----- Lithium niobate wafer, undoped"
38249980,"Mixture of amines derived from dimerised fatty acids, of an average molecular weight of >= 520 but <= 550",382499800080,"3824 99 80 ----- Mixture of amines derived from dimerised fatty acids, of an average molecular weight of 520 or more but not exceeding 550"
38249985,"3-""1-Ethyl-1-methylpropyl""isoxazol-5-ylamine, in the form of a solution in toluene",382499850080,"3824 99 85 ----- 3-(1-Ethyl-1-methylpropyl)isoxazol-5-ylamine, in the form of a solution in toluene"
38249986,"Mixtures consisting mainly of dimethyl methylphosphonate, oxirane and diphosphorus pentaoxide",382499860080,"3824 99 86 ----- Mixtures consisting mainly of dimethyl methylphosphonate, oxirane and diphosphorus pentaoxide"
38249992,"Chemical products or preparations, predominantly composed of organic compounds, in liquid form at 20°C, n.e.s.",382499920080,3824 99 92 ------ In the form of a liquid at 20 °C
38249993,"Chemical products or preparations, predominantly composed of organic compounds, n.e.s. (excl. in liquid form at 20°C)",382499930080,3824 99 93 ------ Other
38249996,"Chemical products and preparations of the chemical or allied industries, incl. those consisting of mixtures of natural products, not predominantly composed of organic compounds, n.e.s.",382499960080,3824 99 96 ----- Other
3825,"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; clinical waste, waste organic solvents, wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and other wastes from chemical or allied industries (excl. wastes containing mainly petroleum oils or oils obtained from bituminous minerals)",382500000080,"3825 Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in note 6 to this chapter"
38251000,Municipal waste,382510000080,3825 10 00 - Municipal waste
38252000,Sewage sludge,382520000080,3825 20 00 - Sewage sludge
38253000,Clinical waste,382530000080,3825 30 00 - Clinical waste
38254100,"Waste organic solvents, halogenated",382541000080,3825 41 00 -- Halogenated
38254900,"Waste organic solvents, non-halogenated",382549000080,3825 49 00 -- Other
38255000,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",382550000080,"3825 50 00 - Wastes of metal-pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids"
38256100,"Wastes from chemical or allied industries, mainly containing organic constituents (excl. anti-freeze fluids)",382561000080,3825 61 00 -- Mainly containing organic constituents
38256900,"Wastes from chemical or allied industries (excl. wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and those mainly containing organic constituents)",382569000080,3825 69 00 -- Other
382590,"Residual products of the chemical or allied industries, n.e.s. (excl. waste)",382590000080,3825 90 - Other
38259010,Alkaline iron oxide for the purification of gas,382590100080,3825 90 10 -- Alkaline iron oxide for the purification of gas
38259090,"Residual products of the chemical or allied industries, n.e.s. (excl. waste)",382590900080,3825 90 90 -- Other
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum oils or oils obtained from bituminous minerals",382600000080,"3826 00 Biodiesel and mixtures thereof, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals"
38260010,"Fatty-acid mono-alkyl esters, containing by weight => 96,5 % of esters ""FAMAE""",382600100080,"3826 00 10 - Fatty-acid mono-alkyl esters, containing by weight 96,5 % or more of esters (FAMAE)"
38260090,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum oils or oils obtained from bituminous minerals (excl. fatty-acid mono-alkyl esters containing by weight >= 96,5 % of esters ""FAMAE"")",382600900080,3826 00 90 - Other
3827,"Mixtures containing halogenated derivatives of methane, ethane or propane, n.e.s.",382700000080,"3827 Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included"
38271100,"Mixtures containing chlorofluorocarbons ""CFCs"", whether or not containing hydrochlorofluorocarbons ""HCFCs"", perfluorocarbons ""PFCs"" or hydrofluorocarbons ""HFCs""",382711000080,"3827 11 00 -- Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)"
38271200,"Mixtures containing hydrobromofluorocarbons ""HBFCs""",382712000080,3827 12 00 -- Containing hydrobromofluorocarbons (HBFCs)
38271300,Mixtures containing carbon tetrachloride,382713000080,3827 13 00 -- Containing carbon tetrachloride
38271400,"Mixtures containing 1,1,1-trichloroethane ""methyl chloroform""",382714000080,"3827 14 00 -- Containing 1,1,1-trichloroethane (methyl chloroform)"
38272000,"Mixtures containing bromochlorodifluoromethane ""Halon-1211"", bromotrifluoromethane ""Halon-1301"" or dibromotetrafluoroethanes ""Halon-2402""",382720000080,"3827 20 00 - Containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)"
38273100,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"" and substances of subheadings 2903.41 to 2903.48 (excl. containing chlorofluorocarbons ""CFCs"")",382731000080,3827 31 00 -- Containing substances of subheadings 290341 to 290348
38273200,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"" and substances of subheadings 2903.71 to 2903.75 (excl. containing chlorofluorocarbons ""CFCs"" or substances of subheadings 2903.41 to 2903.48)",382732000080,"3827 32 00 -- Other, containing substances of subheadings 290371 to 290375"
38273900,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"" (excl. containing chlorofluorocarbons ""CFCs"" or substances of subheadings 2903.41 to 2903.48 and 2903.71 to 2903.75)",382739000080,3827 39 00 -- Other
38274000,"Mixtures containing methyl bromide ""bromomethane"" or bromochloromethane",382740000080,3827 40 00 - Containing methyl bromide (bromomethane) or bromochloromethane
38275100,"Mixtures containing trifluoromethane ""HFC-23"" (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"")",382751000080,3827 51 00 -- Containing trifluoromethane (HFC-23)
38275900,"Mixtures containing perfluorocarbons ""PFCs"" (excl. containing chlorofluorocarbons ""CFCs"", hydrochlorofluorocarbons ""HCFCs"" or trifluoromethane ""HFC-23"")",382759000080,3827 59 00 -- Other
38276100,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing =>15% by mass of 1,1,1-trifluoroethane ""HFC-143a"" (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"")",382761000080,"3827 61 00 -- Containing 15 % or more by mass of 1,1,1-trifluoroethane (HFC-143a)"
