"nace21","NAME","Parent","Include","Include_Also","Exclude"
"01.61","Support activities for crop production","01.6",NA,"This class also includes: - provision of agricultural machinery with operators and crew - maintenance of own or leased land keeping it in good condition, without agricultural production","This class excludes: - post-harvest crop activities, see 01.63 - drainage of agricultural land, see 43.12 - landscape architecture, see 71.11 - activities of agronomists and agricultural economists, see 74.99 - landscape gardening, planting, see 81.30 - organisation of agricultural shows and fairs, see 82.30"
"01.62","Support activities for animal production","01.6",NA,"This class also includes: - activities of farriers","This class excludes: - provision of space for animal boarding only, see 68.20 - agricultural research activities, see 72.10 - veterinary activities, see 75.00 - vaccination of animals, see 75.00 - rental of animals (e.g. herds, race horses), see 77.39 - pet boarding, see 96.99"
"01.63","Post-harvest crop activities and seed processing for propagation","01.6",NA,"This class also includes  - activities aimed at improving the propagation quality of seed, e.g. by the removal of non-seed materials, damaged or immature seeds, as well as reducing the seed moisture to a safe level for storage - drying, cleaning, grading and treating of seeds until they are marketed - treatment of genetically modified seeds","This class excludes: - preparation of agricultural products by the producer, see corresponding class in groups 01.1, 01.2, 01.3 - growing of seeds, see 01.1, 01.2 - processing of seeds to obtain oil, see 10.41 - stemming and redrying of tobacco, see 12.00 - marketing activities of commission merchants and cooperative associations, see division 46 - wholesale of agricultural raw materials, see 46.2 - research to develop or modify new forms of seeds, see 72.10"
"01.7","Hunting, trapping and related service activities","01",NA,NA,NA
"01.70","Hunting, trapping and related service activities","01.7",NA,"This class also includes: - land-based catching of sea mammals, e.g. walruses, seals - hunting of foxes, minks and wolves to protect livestock - hunting for animal population control","This class excludes: - raising of game animals on ranching operations, see 01.4 - production of fur skins from farming reptiles, e.g. snakes and turtles or bird skins from ranching operations, see 01.48 - pest control (including rabbits) in connection with agriculture, see 01.61 - catching of whales, see 03.11 - production of hides and skins originating from slaughterhouses, see 10.11 - hunting for sport or recreation and related service activities, see 93.19 - service activities to promote hunting and trapping, see 94.99"
"02","Forestry and logging","A",NA,NA,"Excluded is further processing of wood beginning with sawmilling and planing of wood, see division 16."
"02.1","Silviculture and other forestry activities","02",NA,NA,NA
"02.10","Silviculture and other forestry activities","02.1",NA,NA,"This class excludes: - growing of Christmas trees, see 01.29 - operation of tree nurseries, except for forest trees, see 01.30 - gathering of mushrooms and other wild growing non-wood forest products, see 02.30 - production of wood chips and particles, not associated with forestry activities, see 16.11 - production of wood fire logs not associated with forestry activities, see 16.26 - activities relating to amenity tree care and arboriculture, see 81.30"
"02.2","Logging","02",NA,NA,NA
"02.20","Logging","02.2",NA,"This class also includes: - gathering and production of forest harvesting residues, e.g. brushwood, stumps, wood chips from logging, other forest waste for energy - production of charcoal in the forest (using traditional methods)","This class excludes: - growing of Christmas trees, see 01.29 - growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts, see 02.10 - gathering of wild growing non-wood forest products, see 02.30 - production of wood chips and particles, not associated with forestry activities, see 16.11 - production of charcoal through distillation of wood, see 20.14"
"02.3","Gathering of wild growing non-wood products","02",NA,NA,NA
"02.30","Gathering of wild growing non-wood products","02.3",NA,"This class also includes: - harvesting wild herbs and associated natural drying","This class excludes: - non-wild growing of any of these products (except growing of cork trees), see division 01 - growing of mushrooms or truffles, see 01.13 - growing of berries or nuts, see 01.25 - gathering of fire wood, see 02.20"
"02.4","Support services to forestry","02",NA,NA,NA
"02.40","Support services to forestry","02.4",NA,NA,"This class excludes: - operation of forest tree nurseries, see 02.10 - draining of forestry land, see 43.12 - clearing of building sites, see 43.12"
"03","Fishing and aquaculture","A",NA,"The division also includes service activities incidental to marine or freshwater fishery or aquaculture.","This division excludes: - processing of fish, crustaceans or molluscs, whether at land-based plants or on factory ships, see 10.20 - building and repairing of ships and boats, see 30.11, 30.13, 33.15, 33.18 - sport or recreational fishing activities, see 93.19"
"03.1","Fishing","03",NA,NA,NA
"03.11","Marine fishing","03.1",NA,"This class also includes: - gathering of other marine organisms and materials: natural pearls, sponges, coral, seaweed, algae","This class excludes: - capturing of marine mammals apart from whales, e.g. seals, walruses, see 01.70 - processing of whales on factory ships, see 10.11 - processing of fish, crustaceans and molluscs on factory ships or in factories ashore, see 10.20 - rental of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises), see 50.10 - fishing inspection, protection and patrol services, see 84.24 - fishing practiced for sport or recreation and related services, see 93.19 - operation of sport fishing preserves, see 93.19"
"03.12","Freshwater fishing","03.1",NA,"This class also includes: - gathering of freshwater materials - gathering of other organisms and materials: seaweed and algae","This class excludes: - catching of frogs or collection of snails in the wild, see 01.70 - collecting wild plants, e.g. reeds, sedges, see 02.30 - processing of fish, crustaceans and molluscs on factory ships or in factories ashore, see 10.20 - fishing inspection, protection and patrol services, see 84.24 - fishing practiced for sport or recreation and related services, see 93.19 - operation of sport fishing preserves, see 93.19"
"03.2","Aquaculture","03",NA,"This group also includes: - breeding/farming of fry and adults under artificial conditions","This group excludes: - production of fur skins from farming reptiles, e.g. snakes and turtles or bird skins from ranching operations, see 01.48 - breeding and raising of reptiles, see 01.48"
"03.21","Marine aquaculture","03.2",NA,"This class also includes: - aquaculture activities in brackish waters - land-based aquaculture activities in salt water filled tanks and reservoirs - operation of marine fish hatcheries and marine worm farms - marine microalgae cultivation","This class excludes: - frog farming, see 03.22 - operation of sport fishing preserves, see 93.19"
"03.22","Freshwater aquaculture","03.2",NA,"This class also includes: - freshwater microalgae cultivation","This class excludes: - aquaculture activities in salt water filled tanks and reservoirs, see 03.21 - operation of sport fishing preserves, see 93.19"
"03.3","Support activities for fishing and aquaculture","03",NA,NA,NA
"03.30","Support activities for fishing and aquaculture","03.3",NA,"This class also includes: - fisheries control (fish guard)","This division excludes: - fishing and aquaculture activities, see 03.1, 03.2 - processing of fish and aquaculture products on factory ships or in factories ashore, see 10.20 - processing of fish, crustaceans and molluscs, see 10.20 - activities related to the servicing of equipment and/or vessels, see division 33 - distribution of fisheries and aquaculture products, see divisions 46, 47, 52 - fishing practiced for sport or recreation and related services, see 93.19 - operation of sport fishing preserves, see 93.19"
"05","Mining of coal and lignite","B",NA,NA,"This division does not include coking, see 19.10, services incidental to coal or lignite mining, see 09.90 or the manufacture of briquettes, see 19.20."
"05.1","Mining of hard coal","05",NA,NA,NA
"05.10","Mining of hard coal","05.1",NA,"This class also includes: - recovery of hard coal from culm banks","This class excludes: - lignite mining, see 05.20 - peat digging, see 08.92 - support activities for hard coal mining, see 09.90 - test drilling for coal mining, see 09.90 - coke ovens producing solid fuels, see 19.10 - manufacture of hard coal briquettes, ovoids and similar solid hard coal fuels, see 19.20 - work performed to develop or prepare properties for coal mining, see 43.12"
"05.2","Mining of lignite","05",NA,NA,NA
"05.20","Mining of lignite","05.2",NA,NA,"This class excludes: - hard coal mining, see 05.10 - peat digging, see 08.92 - support activities for lignite mining, see 09.90 - test drilling for coal mining, see 09.90 - manufacture of lignite fuel briquettes, ovoids and similar solid lignite fuels, see 19.20 - work performed to develop or prepare properties for lignite mining, see 43.12"
"06","Extraction of crude petroleum and natural gas","B",NA,NA,"This division excludes: - oil and gas field support activities, performed on a fee or contract basis, see 09.10 - oil and gas well exploration, see 09.10 - test drilling and boring in connection with petroleum or gas extraction, see 09.10 - refining of petroleum products, see 19.20 - geophysical, geologic and seismic surveying, see 71.12"
"06.1","Extraction of crude petroleum","06",NA,NA,NA
"06.10","Extraction of crude petroleum","06.1",NA,"This class also includes: - extraction of bituminous or oil shale and tar sand - production of crude petroleum from bituminous shale and sand - processes to obtain crude oils, e.g.: decantation, desalting, dehydration, stabilisation","This class excludes: - extraction of condensates or natural gas liquids, see 06.20  - support activities for oil and natural gas extraction, see 09.10 - oil and gas exploration, see 09.10 - production of natural gas liquids from crude petroleum (crude oil), see 19.2 - manufacture of refined petroleum products, see 19.20 - recovery of liquefied petroleum gases in the refining of petroleum, see 19.20 - operation of pipelines, see 49.50"
"06.2","Extraction of natural gas","06",NA,NA,NA
"06.20","Extraction of natural gas","06.2",NA,"This class also includes: - mining of hydrocarbon liquids, obtained through liquefaction or pyrolysis - fracking to extract coal seam gas","This class excludes: - support activities for oil and natural gas extraction, see 09.10 - oil and gas exploration, see 09.10 - production of natural gas liquids from crude petroleum (crude oil), see 19.2 - recovery of liquefied petroleum gases in the refining of petroleum, see 19.20 - manufacture of industrial gases, see 20.11 - operation of pipelines, see 49.50"
"07","Mining of metal ores","B",NA,"This division also includes: - ore dressing and beneficiating operations, e.g. crushing, grinding, washing, drying, sintering, calcining or leaching ore, gravity separation or flotation operations","This division excludes: - roasting of iron pyrites, see 20.13 - operation of blast furnaces, see division 24 - production of aluminium oxide, see 24.42"
"07.1","Mining of iron ores","07",NA,NA,NA
"07.10","Mining of iron ores","07.1",NA,NA,"This class excludes: - extraction and preparation of pyrites and pyrrhotite (except roasting), see 08.91"
"07.2","Mining of non-ferrous metal ores","07",NA,NA,NA
"07.21","Mining of uranium and thorium ores","07.2",NA,NA,"This class excludes: - enrichment of uranium and thorium ores, see 20.13 - production of uranium metal from pitchblende or other ores, see 24.46 - smelting and refining of uranium, see 24.46"
"07.29","Mining of other non-ferrous metal ores","07.2",NA,NA,"This class excludes: - mining and preparation of uranium and thorium ores, see 07.21 - production of aluminium oxide, see 24.42 - production of mattes of copper, see 24.44 - production of mattes of nickel, see 24.45"
"08","Other mining and quarrying","B",NA,NA,"This division does not include processing (except crushing, grinding, cutting, cleaning, drying, sorting and mixing) of the minerals extracted, see section C."
"08.1","Quarrying of stone, sand and clay","08",NA,NA,NA
"08.11","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","08.1",NA,NA,"This class excludes: - mining of chemical and fertiliser minerals, see 08.91 - production of calcined dolomite, see 23.52 - cutting, shaping and finishing of stone outside quarries, see 23.70"
"08.12","Operation of gravel and sand pits and mining of clay and kaolin","08.1",NA,NA,"This class excludes: - mining of bituminous sand, see 06.10"
"08.9","Mining and quarrying n.e.c.","08",NA,NA,NA
"08.91","Mining of chemical and fertiliser minerals","08.9",NA,"This class also includes: - guano mining - mining of medicinal mud - extraction processes to produce lithium from brine","This class excludes: - extraction of salt, see 08.93 - roasting of iron pyrites, see 20.13 - manufacture of synthetic fertilisers and nitrogen compounds, see 20.15"
"08.92","Extraction of peat","08.9",NA,NA,"This class excludes: - service activities incidental to peat mining, see 09.90 - manufacture of peat briquettes, see 19.20 - manufacture of potting soil mixtures, of e.g. of peat, natural soil, sands, clays, fertiliser minerals, see 20.15 - manufacture of articles of peat, see 23.99"
"08.93","Extraction of salt","08.9",NA,NA,"This class excludes: - processing of salt into food-grade salt, e.g. iodised salt, see 10.84 - potable water production by evaporation of saline water, see 36.00"
"08.99","Other mining and quarrying n.e.c.","08.9",NA,NA,NA
"09","Mining support service activities","B",NA,NA,NA
"09.1","Support activities for petroleum and natural gas extraction","09",NA,NA,NA
"09.10","Support activities for petroleum and natural gas extraction","09.1",NA,"This class also includes: - oil and gas field firefighting services and fire prevention services","This class excludes: - service activities performed by operators of oil or gas fields, see 06.10, 06.20 - specialised repair and maintenance of drilling and extraction machinery and equipment, see 33.12 - specialised offshore installation, repair and maintenance of equipment that forms an integral part of floating platforms, see division 43 - liquefaction and regasification of natural gas for purpose of transport, not done on the mine, see 52.22 - geophysical surveying services, on a contract or fee basis, see 71.12"
"09.9","Support activities for other mining and quarrying","09",NA,NA,NA
"09.90","Support activities for other mining and quarrying","09.9",NA,NA,"This class excludes: - operating mines or quarries on a contract or fee basis, see division 05, 07, 08 - specialised repair and maintenance of mining machinery, see 33.12 - geophysical surveying services, on a contract or fee basis, see 71.12"
"10","Manufacture of food products","C",NA,"This division also includes the manufacture of liquids considered food or that use similar manufacturing processes, e.g. milk and fruit juice or concentrate.","This division excludes the preparation of meals for immediate consumption, see division 56."
"10.1","Processing and preserving of meat and production of meat products","10",NA,NA,NA
"10.11","Processing and preserving of meat, except of poultry meat","10.1",NA,"This class also includes: - slaughtering and processing of whales on land or on specialised vessels - production of hides and skins originating from slaughterhouses, e.g. by fellmongery and salting - rendering and refining of lard and other edible animal fats - processing of animal offal - production of pulled wool","This class excludes: - rendering of edible poultry fats, see 10.12 - production of dried, salted or smoked meat, and meat products, see 10.13"
"10.12","Processing and preserving of poultry meat","10.1",NA,"This class also includes: - cleaning, disinfecting, treating for preservation and trimming of feathers and down",NA
"10.13","Production of meat and poultry meat products","10.1",NA,NA,"This class excludes: - manufacture of prepared frozen meat and poultry dishes, see 10.85 - manufacture of soup containing meat, see 10.89 - wholesale of meat, see 46.32"
"10.2","Processing and preserving of fish, crustaceans and molluscs","10",NA,NA,NA
"10.20","Processing and preserving of fish, crustaceans and molluscs","10.2",NA,"This class also includes: - activities of factory vessels not engaged in fishing and only in the processing and preserving of fish - processing of seaweed - removing fish heads, gutting and cutting fish into pieces, and then freezing","This class excludes: - processing and preserving of fish on vessels engaged in fishing, see 03.11 - processing of whales on land or specialised vessels, see 10.11 - production of oils and fats of fish and marine mammals, see 10.41 - manufacture of prepared frozen fish dishes, see 10.85 - manufacture of fish soups, see 10.89"
"10.3","Processing and preserving of fruit and vegetables","10",NA,NA,NA
"10.31","Processing and preserving of potatoes","10.3",NA,NA,NA
"10.32","Manufacture of fruit and vegetable juice","10.3",NA,"This class also includes: - production of concentrates fruit nectars from fresh fruits and vegetables","This class also includes: - manufacture of beverages produced with fruit nectars, see 11.07"
"10.39","Other processing and preserving of fruit and vegetables","10.3",NA,"This class also includes: - manufacture of perishable prepared foods of fruit and vegetables, e.g.:   • salads; mixed salads, packaged   • peeled or cut vegetables   • tofu (bean curd)","This class excludes: - manufacture of fruit or vegetable juices, see 10.32 - manufacture of flour or meal of dried leguminous vegetables, see 10.61 - preservation of fruit and nuts in sugar, see 10.82 - manufacture of prepared vegetable dishes, see 10.85 - manufacture of artificial concentrates, see 10.89"
"10.4","Manufacture of vegetable and animal oils and fats","10",NA,NA,"This group excludes the rendering or refining of lard and edible animal fats of bovine animals, sheep, goats, pigs and poultry, see 10.1."
"10.41","Manufacture of oils and fats","10.4",NA,"This class also includes: - manufacture of non-edible animal oils and fats - extraction of fish and marine mammal oils - production of cotton linters, oilcakes and other residual products of oil production","This class excludes: - rendering and refining of lard and other edible fats of bovine animals, sheep, goats or pigs fats, see 10.11 - rendering of edible poultry fats, see 10.12 - manufacture of margarine, see 10.42 - wet corn milling, see 10.62 - manufacture of corn oil, see 10.62 - manufacture of essential oils, see 20.59 - treatment of oil and fats by chemical processes, see 20.59"
"10.42","Manufacture of margarine and similar edible fats","10.4",NA,NA,NA
"10.5","Manufacture of dairy products and edible ice","10",NA,NA,"This group excludes: - production of plant-based milk substitutes, see 10.89"
"10.51","Manufacture of dairy products","10.5",NA,"This class also includes: - manufacture of milk kefir - manufacture of lactose and lactose syrup","This class excludes: - production of raw milk of cattle, see 01.41 - production of raw milk of sheep, goats, horses, asses, camels, etc., see 01.43, 01.44, 01.45 - production of milk-based dietary drinks, see 10.86 - production of dairy-based infant formulae, see 10.86 - manufacture of non-dairy milk (e.g. plant-based milk) and cheese substitutes, see 10.89 - manufacture of fruit kefir and water kefir, see 11.03"
"10.52","Manufacture of ice cream and other edible ice","10.5",NA,NA,"This class excludes: - production of ice from natural water, see 35.30 - activities of ice cream parlours, see 56.1"
"10.6","Manufacture of grain mill products, starches and starch products","10",NA,"Also included in this group are the wet milling of corn and vegetables and the manufacture of starch and starch products. This group also includes the manufacture of gluten-free mill products.","This group excludes: - grain drying, on a fee or contract basis, see 01.63"
"10.61","Manufacture of grain mill products","10.6",NA,NA,"This class excludes: - preparation of crops for primary markets, e.g. cleaning, trimming, grading etc., see 01.63 - grain sun drying, on a fee or contract basis, see 01.63 - manufacture of potato flour and meal, see 10.31 - wet corn milling, see 10.62"
"10.62","Manufacture of starches and starch products","10.6",NA,NA,"This class excludes: - manufacture of lactose (milk sugar), see 10.51 - production of cane or beet sugar, see 10.81"
"10.7","Manufacture of bakery and farinaceous products","10",NA,"This group also includes: - manufacture of gluten-free bakery and farinaceous products",NA
"10.71","Manufacture of bread; manufacture of fresh pastry goods and cakes","10.7",NA,"This class also includes: - manufacture of pre-baked bread","This class excludes: - manufacture of dry bakery products, see 10.72 - manufacture of pastas, see 10.73 - bake-off of pre-baked bread and rolls if linked to retail sale, see 47.24"
"10.72","Manufacture of rusks, biscuits, preserved pastries and cakes","10.7",NA,"This class also includes: - manufacture of breadcrumbs, obtained by grinding toasted bread","This class excludes: - manufacture of potato snacks, see 10.31"
"10.73","Manufacture of farinaceous products","10.7",NA,NA,"This class excludes: - manufacture of prepared meals and dishes based on pasta and of couscous dishes, see 10.85 - manufacture of soup containing pasta, see 10.89"
"10.8","Manufacture of other food products","10",NA,NA,NA
"10.81","Manufacture of sugar","10.8",NA,NA,"This class excludes: - gathering of maple syrup in the wild, see 02.30 	- manufacture of lactose and lactose syrup, see 10.51 	- manufacture of glucose, glucose syrup, maltose, see 10.62"
"10.82","Manufacture of cocoa, chocolate and sugar confectionery","10.8",NA,NA,"This class excludes: - manufacture of sucrose sugar, see 10.81"
"10.83","Processing of tea and coffee","10.8",NA,"This class also includes: - manufacture of herb infusions (mint, vervain, chamomile etc.) - manufacture of tea and coffee filled in bags, pads or capsules","This class excludes: - drying, sorting, cleaning and cutting in the processing of medicinal herbs, see 01.63 - manufacture of inulin, see 10.62 - manufacture of spirits, beer, wine and soft drinks, see division 11 - preparation of botanical products for pharmaceutical use, see 21.20"
"10.84","Manufacture of condiments and seasonings","10.8",NA,"This class also includes: - processing of salt into food-grade salt, e.g. iodised salt - processing of condiments herbs, including drying, sorting, cleaning and cutting","This class excludes: - growing of spice crops, see 01.28"
"10.85","Manufacture of prepared meals and dishes","10.8",NA,NA,"This class excludes: - manufacture of fresh foods or foods with less than two ingredients, see corresponding class in division 10 - manufacture of perishable prepared foods of fruit and vegetables, see 10.39 - manufacture of perishable prepared foods, see 10.89 - wholesale of prepared meals and dishes, see 46.38 - retail sale of prepared meals and dishes, see 47.11, 47.27 - activities of event catering and contract catering services, see 56.2"
"10.86","Manufacture of homogenised food preparations and dietetic food","10.8",NA,NA,"This class excludes: - manufacture of lactose-free dairy products, see 10.51 - manufacture of gluten-free products, see 10.6, 10.7 - manufacture of sugar-free confectionery, see 10.82"
"10.89","Manufacture of other food products n.e.c.","10.8",NA,"This class also includes: - manufacture of yeast - manufacture of extracts and juices of meat, fish, crustaceans or molluscs - production of plant-based milk substitutes, e.g. coconut, rice, almond, soya drinks - manufacture of meat and cheese substitutes - manufacture of egg products, e.g. egg albumin - manufacture of artificial concentrates - processing of purchased natural honey - production of semi-finished products for ice cream and pastries - manufacture of pre-cooked instant soups and instant noodles - manufacture of artificial honey and caramel - manufacture of malt extracts and syrups - manufacture of insect meal and other insect-based preparations - manufacture of food supplements and other food products n.e.c.","This class excludes: - manufacture of perishable prepared foods of fruit and vegetables, see 10.39 - manufacture of tofu (bean curd), see 10.39 - manufacture of frozen pizza, see 10.85 - manufacture of spirits, beer, wine and soft drinks, see division 11 - manufacture of vitamins, see 21.10"
"10.9","Manufacture of prepared animal feeds","10",NA,NA,NA
"10.91","Manufacture of prepared feeds for farm animals","10.9",NA,"This class also includes: - processing of waste products from the food industry into animal feeds","This class excludes: - manufacture of meat products, see 10.13 - manufacture of fishmeal for animal feed, see 10.20 - manufacture of oilseed cake, see 10.41 - activities resulting in by-products usable as animal feed without special treatment, e.g. oilseeds (see 10.41), grain milling residues (see 10.61) etc."
"10.92","Manufacture of prepared pet foods","10.9",NA,"This class also includes: - processing of slaughter waste to produce animal feeds","This class excludes: - manufacture of meat products, see 10.13 - production of fishmeal for animal feed, see 10.20 - production of oilseed cake, see 10.41 - activities resulting in by-products usable as animal feed without special treatment, e.g. oilseeds (see 10.41), grain milling residues (see 10.61) etc."
"11","Manufacture of beverages","C",NA,NA,"This division excludes: - manufacture of fruit and vegetable juices, see 10.32 - manufacture of milk-based drinks, see 10.51 - manufacture of coffee, tea and mate products, see 10.83"
"11.0","Manufacture of beverages","11",NA,NA,NA
"11.01","Distilling, rectifying and blending of spirits","11.0",NA,NA,"This class excludes: - manufacture of non-distilled alcoholic beverages, see 11.02-11.05 - manufacture of synthetic ethyl alcohol, see 20.14 - manufacture of ethyl alcohol from fermented materials, see 20.14 - merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
"11.02","Manufacture of wine from grape","11.0",NA,"This class also includes: - blending, purification and bottling of wine - manufacture of low or non-alcoholic wine","This class excludes: - manufacture of wine from raisins, see 11.03 - merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
"11.03","Manufacture of cider and other fruit fermented beverages","11.0",NA,"This class also includes: - manufacture of mixtures of fermented beverages and non-alcoholic beverages n.e.c. - manufacture of fruit kefir and water kefir","This class excludes: - manufacture of wine from grapes , see 11.02 - merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
"11.04","Manufacture of other non-distilled fermented beverages","11.0",NA,NA,"This class excludes: - merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
"11.05","Manufacture of beer","11.0",NA,"This class also includes: - manufacture of low alcohol or non-alcoholic beer",NA
"11.06","Manufacture of malt","11.0",NA,NA,"This class excludes: - manufacture of malt extracts and syrups, see 10.89"
"11.07","Manufacture of soft drinks and bottled waters","11.0",NA,"This class also includes: - manufacture of beverages produced with fruit nectars","This class excludes: - production of fruit and vegetable juice, see 10.32 - production of concentrates fruit nectars, see 10.32 - manufacture of milk-based drinks, see 10.51 - manufacture of coffee, tea and maté products, see 10.83 - manufacture of alcohol-based drinks, see 11.01-11.05 - manufacture of non-alcoholic wine, see 11.02 - manufacture of non-alcoholic beer, see 11.05 - manufacture of ice for food consumption, see 35.30 - merely bottling and labelling, see 46.34 (if performed as part of wholesale) and 82.92 (if performed on a fee or contract basis)"
"12","Manufacture of tobacco products","C",NA,NA,NA
"12.0","Manufacture of tobacco products","12",NA,NA,NA
"12.00","Manufacture of tobacco products","12.0",NA,"This class also includes: - stemming and redrying of tobacco","This class excludes: - growing or preliminary processing of tobacco, see 01.15, 01.63 - manufacture of electronic cigarette vapour liquids, including closed refills, see 20.59 - manufacture of electronic cigarettes, see 32.99"
"13","Manufacture of textiles","C",NA,NA,"This division excludes: - growing of natural fibres, see division 01 - manufacture of wearing apparel, see division 14 - manufacture of synthetic and artificial fibres, see 20.60"
"13.1","Preparation and spinning of textile fibres","13",NA,NA,NA
