"nace2","NAME","Parent","Include","Include_Also","Exclude"
"01.27","Culture de plantes à boissons","01.2","Cette classe comprend: - la culture de plantes à boissons:   • café   • thé   • maté   • cacao   • autres plantes à boissons",NA,NA
"01.28","Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques","01.2","Cette classe comprend: - les cultures permanentes et non permanentes de plantes à épices et aromatiques:   • poivre   • piments et poivrons   • noix muscades, macis, amomes et cardamomes   • anis, badiane et fenouil   • cannelle   • clous de girofle   • gingembre   • vanille   • houblon   • autres plantes à épices et aromatiques - la culture de plantes médicinales et narcotiques",NA,NA
"01.29","Autres cultures permanentes","01.2","Cette classe comprend: - la culture d’hévéas pour la récolte de latex - la culture d’arbres de Noël - la culture d’arbres pour l’extraction de sève - la culture de matières végétales des espèces principalement utilisées en vannerie ou en sparterie",NA,"Cette classe ne comprend pas: - la culture de fleurs, la production de fleurs coupées et de boutons de fleurs, voir 01.19 - la récolte de sève d’arbres ou de gommes semblables au caoutchouc en milieu naturel, voir 02.30"
"01.3","Reproduction de plantes","01",NA,NA,NA
"01.30","Reproduction de plantes","01.3","Cette classe comprend la production de tout type de matériel de propagation des végétaux, y compris boutures, drageons et semis, en vue de la propagation directe des plantes ou de la création d’un porte-greffe dans lequel sera greffé un scion qui sera planté en vue de la production de plantes.  Cette classe comprend: - la culture de plantes destinées à la plantation - la culture de plantes destinées à l’ornementation, y compris le gazon en rouleaux - la culture de plantes vivantes pour la production de bulbes, tubercules ou racines, de boutures et greffons, de blanc de champignon - l’exploitation de pépinières, à l’exception des pépinières forestières",NA,"Cette classe ne comprend pas: - la culture de plantes aux fins de la production de semences, voir 01.1 et 01.2 - l’exploitation de pépinières forestières, voir 02.10"
"01.4","Production animale","01","Ce groupe comprend l’élevage de tous les animaux, à l’exception des animaux aquatiques",NA,"Ce groupe ne comprend pas: - l’hébergement et l’entretien d’animaux de ferme, voir 01.62 - la production de cuirs et de peaux provenant d’abattoirs, voir 10.11"
"01.41","Élevage de vaches laitières","01.4","Cette classe comprend: - l’élevage de vaches laitières - la production de lait cru de vache ou de bufflonne",NA,"Cette classe ne comprend pas: - la transformation du lait, voir 10.51"
"01.42","Élevage d'autres bovins et de buffles","01.4","Cette classe comprend: - l’élevage de bovins et de buffles pour leur viande - la production de sperme d’animaux de l’espèce bovine",NA,NA
"01.43","Élevage de chevaux et d'autres équidés","01.4","Cette classe comprend: - l’élevage de chevaux, d’ânes, de mulets ou de bardots",NA,"Cette classe ne comprend pas: - l’exploitation d’écuries de course et d’écoles d’équitation, voir 93.19"
"01.44","Élevage de chameaux et d'autres camélidés","01.4","Cette classe comprend: - l’élevage de chameaux (dromadaires) et de camélidés",NA,NA
"01.45","Élevage d'ovins et de caprins","01.4","Cette classe comprend: - l’élevage d’ovins et de caprins - la production de lait cru de brebis ou de chèvre - la production de laine brute",NA,"Cette classe ne comprend pas: - la tonte d’ovins pour le compte de tiers, voir 01.62 - la production de laine de peaux, voir 10.11 - la transformation du lait, voir 10.51"
"01.46","Élevage de porcins","01.4",NA,NA,NA
"01.47","Élevage de volailles","01.4","Cette classe comprend: - l’élevage de volailles:   • coqs, poules, dindes, dindons, canards, oies et pintades - la production d’œufs de volailles - l’exploitation de couvoirs pour volailles",NA,"Cette classe ne comprend pas: - la production de plumes ou de duvets, voir 10.12"
"01.49","Élevage d'autres animaux","01.4","Cette classe comprend: - l’élevage d’animaux semi-domestiqués ou d’autres animaux vivants:   • autruches et émeus   • autres oiseaux (à l’exception des volailles)   • insectes   • lapins et autres animaux à fourrure - la production de pelleteries, de peaux de reptiles ou d’oiseaux provenant de l’exploitation de fermes d’élevage - l’exploitation de fermes de lombriculture, de production de crustacés terrestres, d’héliciculture, etc. - la sériciculture et la production de cocons de vers à soie - l’apiculture et la production de miel et de cire d’abeille - l’élevage d’animaux de compagnie (à l’exception des poissons)   • chats et chiens   • oiseaux, tels que des perruches, etc.   • hamsters, etc. - l’élevage d’animaux divers",NA,"Cette classe ne comprend pas: - la production de cuirs et peaux provenant de la chasse ou du piégeage, voir 01.70 - l’exploitation de fermes d’élevage de grenouilles, de crocodiles, de vers marins, voir 03.21 et 03.22 - les exploitations piscicoles, voir 03.21 et 03.22 - l’hébergement et le dressage d’animaux de compagnie, voir 96.09 - l’élevage de volailles, voir 01.47"
"01.5","Culture et élevage associés","01",NA,NA,NA
"01.50","Culture et élevage associés","01.5","Cette classe couvre la production combinée de produits végétaux et de produits animaux sans spécialisation de la production dans les produits végétaux ou dans les animaux. La dimension de l’exploitation agricole globale n’est pas un facteur déterminant. Si dans une unité donnée, la production de produits végétaux ou d’animaux est égale ou supérieure à 66 % des marges brutes standard, l’activité ne doit pas être rangée dans cette classe, mais dans la culture ou dans l’élevage.",NA,"Cette classe ne comprend pas: - la culture associée à l’élevage, voir groupes 01.1 et 01.2 - l’élevage associé à la culture, voir groupe 01.4"
"01.6","Activités de soutien à l'agriculture et traitement primaire des récoltes","01","Ce groupe comprend les activités annexes à la production agricole et les activités analogues à l’agriculture qui ne sont pas effectuées à des fins de production (dans le sens de récolter des produits agricoles) et qui sont exercées pour le compte de tiers.","Le traitement primaire des récoltes en vue de la préparation des produits agricoles pour le marché primaire est également compris.",NA
"01.61","Activités de soutien aux cultures","01.6","Cette classe comprend: - les activités agricoles exercées pour le compte de tiers:   • préparation des terres   • création de cultures   • traitement des récoltes   • pulvérisation des récoltes, y compris par des véhicules aériens   • taille des arbres fruitiers et des vignes   • transplantation du riz et démariage des betteraves   • récolte   • lutte contre les animaux nuisibles (y compris les lapins) en relation avec l’agriculture - le maintien des terres agricoles en bon état sur les plans agricole et environnemental - l’exploitation de systèmes d’irrigation pour l’agriculture","Cette classe comprend également: - la mise à disposition de machines agricoles avec conducteur et personnel","Cette classe ne comprend pas: - le traitement primaire des récoltes, voir 01.63 - le drainage des terrains agricoles, voir 43.12 - l’architecture paysagère, voir 71.11 - les activités des agronomes et des spécialistes de l’économie agricole, voir 74.90 - l’aménagement des paysages, la plantation, voir 81.30 - l’organisation d’expositions et de foires agricoles, voir 82.30"
"01.62","Activités de soutien à la production animale","01.6","Cette classe comprend: - les activités agricoles exercées pour le compte de tiers:   • activités visant à promouvoir le repeuplement, la croissance et le rendement d’animaux   • services de comparaison du rendement des troupeaux, de conduite de troupeaux, de paissance, de castration de volailles, de nettoyage de poulaillers, etc.   • activités en rapport avec l’insémination artificielle   • services de haras   • tonte d’ovins   • hébergement et entretien d’animaux de ferme","Cette classe comprend également: - les activités des maréchaux-ferrants","Cette classe ne comprend pas: - la fourniture d’espace pour les activités de prise en pension d’animaux uniquement, voir 68.20 - les activités vétérinaires, voir 75.00 - la vaccination d’animaux, voir 75.00 - la location d’animaux (par exemple: troupeaux), voir 77.39 - les activités de prise en pension d’animaux de compagnie, voir 96.09"
"01.63","Traitement primaire des récoltes","01.6","Cette classe comprend: - la préparation des cultures en vue de leur commercialisation primaire: nettoyage, taille, triage, désinfection - l’égrenage du coton - la préparation des feuilles de tabac, par exemple: séchage - la préparation des fèves de cacao, par exemple: écabossage - le paraffinage de fruits",NA,"Cette classe ne comprend pas: - la préparation des produits agricoles par le producteur, voir classe correspondante dans les groupes 01.1, 01.2 ou 01.3. - les activités de traitement primaire des récoltes visant à améliorer la qualité des semences, voir 01.64 - l’écôtage et le resséchage des feuilles de tabac, voir 12.00 - les activités marchandes des intermédiaires du commerce et des associations coopératives, voir division 46 - le commerce de gros de produits agricoles bruts, voir 46.2"
"01.64","Traitement des semences","01.6","Cette classe comprend l’ensemble des activités de traitement primaire des récoltes visant à améliorer la qualité des semences en les débarrassant des impuretés, des semences de trop petite taille ou rongées par la machine ou par des insectes et des semences immatures ou encore en enlevant la moisissure afin de garantir des bonnes conditions d’entreposage. Cette activité comprend le séchage, le nettoyage, le triage et le traitement des semences jusqu’à leur commercialisation. Le traitement de céréales génétiquement modifiées est compris.",NA,"Cette classe ne comprend pas: - la production de semences, voir groupes 01.1 et 01.2 - le traitement des graines en vue d’obtenir de l’huile, voir 10.41 - les activités de recherche pour développer de nouvelles formes de graines ou les modifier, voir 72.11"
"01.7","Chasse, piégeage et services annexes","01",NA,NA,NA
"01.70","Chasse, piégeage et services annexes","01.7","Cette classe comprend: - la chasse et le piégeage à des fins commerciales - le prélèvement d’animaux (vivants ou morts) pour l’alimentation, leur fourrure, leur peau, ou pour les destiner à la recherche, à des parcs zoologiques ou les utiliser comme animaux de compagnie - la production de pelleteries, de peaux de reptiles ou d’oiseaux provenant d’activités de chasse ou de piégeage","Cette classe comprend également: - la capture sur le rivage de mammifères marins, par exemple: les morses et les phoques","Cette classe ne comprend pas: - la production de pelleteries, de peaux de reptiles ou d’oiseaux provenant de l’exploitation de fermes d’élevage, voir 01.49 - l’élevage de gibier dans des fermes d’élevage, voir 01.4 - la pêche à la baleine, voir 03.11 - la production de cuirs et de peaux provenant d’abattoirs, voir 10.11 - la chasse exercée comme activité sportive ou récréative et les services annexes, voir 93.19 - les services visant à promouvoir la chasse et le piégeage, voir 94.99"
"02","Sylviculture et exploitation forestière","A","Cette division comprend la production de bois rond, ainsi que l’extraction et la cueillette de produits forestiers autres que du bois et poussant à l’état sauvage. Outre la production de grumes, l’exploitation forestière débouche sur des produits peu transformés comme le bois de chauffage, le charbon de bois ou le bois rond utilisé sous une forme brute (bois de mine, bois de trituration, etc.). Ces activités peuvent être effectuées dans des forêts naturelles ou dans des plantations.",NA,"Cette division ne comprend pas la transformation ultérieure du bois, qui commence par le sciage et le déroulage du bois, voir division 16."
"02.1","Sylviculture et autres activités forestières","02",NA,NA,NA
"02.10","Sylviculture et autres activités forestières","02.1","Cette classe comprend: - la production de bois sur pied: boisement, reboisement, transplantation, éclaircie et conservation des forêts et des coupes - la culture de taillis, de bois de trituration et de bois de chauffage - l’exploitation de pépinières forestières  Ces activités peuvent être effectuées dans des forêts naturelles ou dans des plantations.",NA,"Cette classe ne comprend pas: - la culture d’arbres de Noël, voir 01.29 - l’exploitation de pépinières, à l’exception des pépinières forestières, voir 01.30 - la récolte des champignons et d’autres produits forestiers autres que du bois et poussant à l’état sauvage, voir 02.30 - la production de copeaux de bois et de bois en particules, voir 16.10"
"02.2","Exploitation forestière","02",NA,NA,NA
"02.20","Exploitation forestière","02.2","Cette classe comprend: - la production de bois rond pour les industries forestières de transformation - la production de bois rond utilisé sous une forme brute, comme le bois de mine, les pieux de clôtures et les poteaux électriques - la production de bois à des fins énergétiques - la production de résidus de l’exploitation forestière à des fins énergétiques - la fabrication de charbon de bois en forêt (en utilisant des méthodes traditionnelles)  Le résultat de cette activité peut prendre la forme de grumes ou de bois de chauffage.",NA,"Cette classe ne comprend pas: - la culture d’arbres de Noël, voir 01.29 - la production de bois sur pied: boisement, reboisement, transplantation, éclaircie et conservation des forêts et des coupes, voir 02.10 - la récolte des produits forestiers autres que du bois et poussant à l’état sauvage, voir 02.30 - la production de copeaux de bois et de bois en particules, voir 16.10 - la production de charbon de bois par distillation du bois, voir 20.14"
"02.3","Récolte de produits forestiers non ligneux poussant à l'état sauvage","02",NA,NA,NA
"02.30","Récolte de produits forestiers non ligneux poussant à l'état sauvage","02.3","Cette classe comprend: - la récolte de produits poussant à l’état sauvage:   • champignons et truffes   • baies   • fruits à coque   • balata et autres gommes caoutchouteuses   • liège   • laque et résines   • sucs et extraits végétaux   • crin végétal   • crin marin   • glands et marrons d’Inde   • mousses et lichens",NA,"Cette classe ne comprend pas: - la production dirigée de ces produits (à l’exception de la production de chênes-lièges), voir division 01 - la culture de champignons ou de truffes, voir 01.13 - la culture de baies ou de fruits à coque, voir 01.25 - la récolte de bois de chauffage, voir 02.20 - la production de copeaux de bois, voir 16.10"
"02.4","Services de soutien à l'exploitation forestière","02",NA,NA,NA
"02.40","Services de soutien à l'exploitation forestière","02.4","Cette classe comprend la réalisation d’une partie de l’exploitation forestière pour le compte de tiers.  Cette classe comprend: - les services annexes à la sylviculture:   • inventaire des forêts   • conseil en gestion et administration de la forêt   • évaluation du bois   • protection et lutte contre les feux de forêt   • lutte contre les parasites forestiers - services annexes à l’exploitation forestière:   • transport de grumes dans les forêts",NA,"Cette classe ne comprend pas: - l’exploitation de pépinières forestières, voir 02.10 - le drainage des terrains sylvicoles, voir 43.12 - le déblayage des chantiers de construction, voir 43.12"
"03","Pêche et aquaculture","A","Cette division comprend la pêche de capture et l’aquaculture et couvre l’exploitation des ressources halieutiques en milieu marin ou en eau douce, en vue de la capture ou de la récolte de poissons, crustacés, coquillages et autres produits marins (plantes aquatiques, perles, éponges, etc.).","Elle comprend également des activités qui sont normalement intégrées au processus de production pour compte propre (par exemple: le greffage des huîtres perlières). Les services annexes à la pêche ou à l’aquaculture en milieu marin ou en eau douce sont compris dans les activités de pêche ou d’aquaculture concernées.","Cette division ne comprend pas la construction ou la réparation de bateaux et de navires (30.1 et 33.15), ni la pêche sportive ou récréative (93.19). La transformation du poisson, des crustacés ou des mollusques est exclue, qu’elle ait lieu dans des installations à terre ou sur des bateaux usines (10.20)."
"03.1","Pêche","03","Ce groupe comprend la ""pêche de capture"", c’est-à-dire les activités de capture et de destinées visant à prélever ou à recueillir des organismes vivant à l’état sauvage dans le milieu aquatique (essentiellement poissons, coquillages et crustacés), ainsi que des plantes se développant dans les eaux océaniques, côtières ou intérieures pour la consommation humaine ou à d’autres fins, manuellement ou, le plus souvent, à l’aide de filets, de lignes et de pièges fixes. Ces activités peuvent être réalisées dans la zone intertidale (comme dans le cas de la récolte de mollusques tels que les moules ou les huîtres) ou à l’aide de filets depuis le rivage, ou à bord de pirogues fabriquées artisanalement ou le plus souvent, à bord de bateaux fabriqués industriellement, dans les eaux côtières ou en haute mer. Ces activités comprennent également la pêche dans des milieux empoissonnés.",NA,NA
"03.11","Pêche en mer","03.1","Cette classe comprend: - la pêche à des fins commerciales dans les eaux océaniques et côtières - la capture de crustacés et de mollusques marins - la pêche à la baleine - la capture d’animaux aquatiques marins: tortues, holothuries, tuniciers, oursins, etc.","Cette classe comprend également: - les activités des navires se livrant tant à la pêche en mer qu’à la transformation et à la conservation du poisson - la récolte d’autres produits marins: perles naturelles, éponges, coraux et algues","Cette classe ne comprend pas: - la capture de mammifères marins, à l’exception des baleines, par exemple: les morses et les phoques, voir 01.70 - la transformation des baleines sur des bateaux usines, voir 10.11 - la transformation des poissons, des crustacés et des mollusques sur des bateaux usines, ou dans des usines à terre, voir 10.20 - la location de bateaux de plaisance avec équipage pour le transport maritime et côtier (par exemple: pour des croisières de pêche), voir 50.10 - les services d’inspection, de protection et de surveillance de la pêche, voir 84.24 - la pêche pratiquée en tant qu’activité sportive ou récréative et les services annexes, voir 93.19 - l’exploitation de réserves pour la pêche sportive, voir 93.19"
"03.12","Pêche en eau douce","03.1","Cette classe comprend: - la pêche à des fins commerciales en eaux intérieures - la capture de crustacés et de mollusques d’eau douce - la capture d’animaux aquatiques d’eau douce","Cette classe comprend également: - la récolte de produits d’eau douce","Cette classe ne comprend pas: - la transformation des poissons, des crustacés et des mollusques, voir 10.20 - les services d’inspection, de protection et de surveillance de la pêche, voir 84.24 - la pêche pratiquée en tant qu’activité sportive ou récréative et les services annexes, voir 93.19 - l’exploitation de réserves pour la pêche sportive, voir 93.19"
"03.2","Aquaculture","03","Ce groupe comprend ""l'aquaculture"" (ou élevage aquicole), c’est-à-dire le processus de production par lequel des organismes aquatiques (poissons, mollusques, crustacés, plantes aquatiques, crocodiles, alligators et amphibiens) sont cultivés ou élevés (et récoltés) en utilisant des techniques visant à augmenter la production de ces organismes au-delà d’un niveau considéré comme durable dans des conditions naturelles (par exemple: mise en charge régulière, alimentation, protection contre les prédateurs).  Les termes de culture ou d’élevage font ici référence à l’élevage en captivité de sujets jeunes ou adultes.","La notion ""d'aquaculture"" comprend également la notion de propriété individuelle, collective ou nationale des organismes en élevage, jusqu’à leur récolte.",NA
"03.21","Aquaculture en mer","03.2","Cette classe comprend: - l’aquaculture en eau de mer, y compris l’élevage de poissons ornementaux marins - la production de naissains de bivalves (huîtres, moules, etc.), de jeunes langoustes, de larves de crevettes, d’alevins et de saumoneaux - la culture d’algues et d’autres plantes aquatiques comestibles - la culture de crustacés, de bivalves, d’autres mollusques et d’autres animaux aquatiques d’eau de mer.","Cette classe comprend également: - l’aquaculture dans les eaux saumâtres - l’aquaculture dans des citernes et des réservoirs remplis d’eau salée - la pisciculture marine - l’exploitation de fermes d’élevage de vers marins","Cette classe ne comprend pas: - l’élevage de grenouilles, voir 03.22 - l’exploitation de réserves pour la pêche sportive, voir 93.19"
"03.22","Aquaculture en eau douce","03.2","Cette classe comprend: - l’aquaculture en eau douce, y compris l’élevage de poissons ornementaux d’eau douce - la culture de crustacés, de bivalves, d’autres mollusques et d’autres animaux aquatiques d’eau douce - la pisciculture en eau douce - l’élevage de grenouilles",NA,"Cette classe ne comprend pas: - l’aquaculture dans des citernes et des réservoirs remplis d’eau salée, voir 03.21 - l’exploitation de réserves pour la pêche sportive, voir 93.19"
"05","Extraction de houille et de lignite","B","Cette division comprend l’extraction de combustibles minéraux solides, s’entend en souterrain ou à ciel ouvert et couvre les opérations (par exemple: tri, lavage, compression et autres opérations préalables au transport) conduisant aux produits marchands.",NA,"Cette division exclut la cokéfaction (voir 19.10), les services de soutien à l’extraction de houille et de lignite (voir 09.90) ou la production de briquettes (voir 19.20)."
"05.1","Extraction de houille","05",NA,NA,NA
"05.10","Extraction de houille","05.1","Cette classe comprend: - l’extraction de la houille: extraction souterraine ou à ciel ouvert, ainsi que l’extraction minière en ayant recours à des procédés de liquéfaction - le lavage, le triage, le calibrage, la pulvérisation, la compression ou d’autres opérations destinées à classer, à accroître la qualité ou à faciliter le transport ou le stockage.","Cette classe comprend également: - l’opération destinée à récupérer l’anthracite des poussiers","Cette classe ne comprend pas: - l’extraction de lignite, voir 05.20 - l’extraction de la tourbe, voir 08.92 - les activités de soutien à l’extraction de la houille, voir 09.90 - les forages d’essai pour l’extraction de la houille, voir 09.90 - les fours à coke produisant des combustibles solides, voir 19.10 - la fabrication de briquettes de houille, voir 19.20 - les travaux effectués pour la recherche et la préparation des terrains pour l’extraction de houille, voir 43.12"
"05.2","Extraction de lignite","05",NA,NA,NA
"05.20","Extraction de lignite","05.2","Cette classe comprend: - l’extraction du lignite: extraction souterraine ou à ciel ouvert, ainsi que l’extraction minière en ayant recours à des procédés de liquéfaction - le lavage, la déshydratation, la pulvérisation, la compression du lignite ou les autres opérations destinées à accroître la qualité, à faciliter le transport ou le stockage.",NA,"Cette classe ne comprend pas: - l’extraction de la houille, voir 05.10 - l’extraction de la tourbe, voir 08.92 - les activités de soutien à l’extraction du lignite, voir 09.90 - les forages d’essai pour l’extraction de la houille, voir 09.90 - la fabrication de briquettes de lignite, voir 19.20 - les travaux effectués pour la recherche et la préparation des terrains pour l’extraction de houille, voir 43.12"
"06","Extraction d'hydrocarbures","B","Cette division comprend la production de pétrole brut, l’extraction de pétrole de gisements de schiste et de sables bitumeux de même que la production de gaz et d’hydrocarbures liquides. Elle comprend les activités d’exploitation et/ou de développement de champs de pétrole et de gaz. Ces activités peuvent inclure le forage, l’achèvement et l’équipement des puits, la mise en service des séparateurs, des agents de rupture d’émulsion, du matériel de dégravement et du réseau de collecte du pétrole brut et toutes les autres activités de préparation du pétrole ou du gaz jusqu’au moment de son expédition du gisement exploité.",NA,"Cette division ne comprend pas: - les activités annexes à l’extraction du pétrole et du gaz, exécutées pour le compte de tiers, voir 09.10 - la prospection de pétrole et de gaz, voir 09.10 - les sondages et les forages d’essai, voir 09.10 - le raffinage de produits pétroliers, voir 19.20 - les études géophysiques, géologiques et sismiques, voir 71.12"
"06.1","Extraction de pétrole brut","06",NA,NA,NA
"06.10","Extraction de pétrole brut","06.1","Cette classe comprend: - l’extraction d’huiles brutes de pétrole","Cette classe comprend également: - l’extraction de schistes et de sables bitumineux - la production de pétrole brut à partir de schistes et de sables bitumineux - les processus employés pour obtenir des huiles brutes: décantation, dessalement, déshydratation, stabilisation, etc.","Cette classe ne comprend pas: - les activités de soutien à l’extraction d’hydrocarbures, voir 09.10 - la prospection de pétrole et de gaz, voir 09.10 - la fabrication de produits pétroliers raffinés, voir 19.20 - la récupération du gaz de pétrole liquéfié provenant du raffinage du pétrole, voir 19.20 - l’exploitation d’oléoducs ou de gazoducs, voir 49.50"
"06.2","Extraction de gaz naturel","06",NA,NA,NA
"06.20","Extraction de gaz naturel","06.2","Cette classe comprend: - la production d’hydrocarbures gazeux bruts (gaz naturel) - l’extraction de condensats - la décantation et la séparation de fractions d’hydrocarbures liquides - la désulfuration du gaz","Cette classe comprend également: - l’extraction d’hydrocarbures liquides par les procédés de liquéfaction ou de pyrolyse","Cette classe ne comprend pas: - les activités de soutien à l’extraction d’hydrocarbures, voir 09.10 - la prospection de pétrole et de gaz, voir 09.10 - la récupération du gaz de pétrole liquéfié provenant du raffinage du pétrole, voir 19.20 - la fabrication de gaz industriels, voir 20.11 - l’exploitation d’oléoducs ou de gazoducs, voir 49.50"
"07","Extraction de minerais métalliques","B","Cette division comprend l’extraction, souterraine, à ciel ouvert ou par l’exploitation minière des fonds marins, de minerais métalliques.","Cette division comprend également: - les opérations de traitement et d’enrichissement du minerai: concassage, broyage, lavage, séchage, agglomération, calcination ou lixiviation du minerai, ou qui effectuent les opérations de séparation gravitaire ou de flottation","Cette division ne comprend pas: - le grillage de la pyrite de fer, voir 20.13 - la production d’oxyde d’aluminium, voir 24.42 - l’exploitation de hauts fourneaux, voir division 24"
"07.1","Extraction de minerais de fer","07",NA,NA,NA
