"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"01.11","01.11.8","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Sojabohnen und Erdnüsse","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.9","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Andere Ölsaaten","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.12","01.12.1","Anbau von Reis","Rohreis (Paddy-Reis)",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0112"
"01.12","01.12","Anbau von Reis","Rohreis (Paddy-Reis)",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0112"
"01.13","01.13","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Gemüse und Melonen sowie Wurzeln und Knollen","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,"Diese Klasse umfasst nicht: - Futterpflanzen (s. 01.19.10) - Samen von Futterpflanzen, Samen von Steckrüben (s. 01.19.31)",NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.6","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Gemüsesamen (ohne Zuckerrübensamen)","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.1","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Blatt- oder Stängelgemüse","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.2","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Melonen","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.3","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Anderes Fruchtgemüse","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.4","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Wurzel-, Zwiebel- oder Knollengemüse","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.7","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Zuckerrüben und deren Samen","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
"01.13","01.13.9","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","Anderes Gemüse, frisch, a.n.g.","Diese Klasse umfasst: - Anbau von Blatt- oder Stängelgemüse, z. B.:   • Artischocken   • Spargel   • Kohl   • Blumenkohl und Broccoli   • Kopfsalat und Chicorée   • Spinat   • anderes Blatt- oder Stängelgemüse - Anbau von Fruchtgemüse, z. B.:   • Gurken und Cornichons   • Eierfrüchte (Auberginen/Melanzani)   • Tomaten   • Wassermelonen   • Zuckermelonen/Honigmelonen   • sonstige Melonen und sonstiges Fruchtgemüse - Anbau von Wurzel-, Zwiebel- oder Knollengemüse, z. B.:   • Möhren/Karotten   • Speiserüben   • Knoblauch   • Zwiebeln (einschl. Schalotten)   • Porree/Lauch und andere Gemüse der Allium-Arten   • sonstiges Wurzel-, Zwiebel- oder Knollengemüse - Anbau von Pilzen und Trüffeln - Anbau von Gemüsesamen einschließlich Saatgut für Zuckerrüben, jedoch ohne Saatgut für sonstige Rüben - Anbau von Zuckerrüben - Anbau von sonstigem Gemüse - Anbau von Wurzeln und Knollen, z. B.:   • Kartoffeln   • Süßkartoffeln, Bataten   • Maniok, Kassava   • Yamswurzeln   • sonstige Wurzeln und Knollen","Diese Klasse umfasst nicht: - Anbau von Paprika (Capsicum spp.) und sonstigen Gewürz- und Duftpflanzen (s. 01.28) - Anbau von Pilzmycel (s. 01.30)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0113"
